管轄	最終更新日	企業・事業場名称	所在地	公表日	違反法条	事案概要	その他参考事項	
広島労働局	平成29年９月30日	（株）ジェイジェイ　広島事業所	広島県広島市中区	H29.2.27	労働基準法第32条	労働者10名に、36協定の延長時間を超える違法な時間外・休日労働を行わせたもの	H29.2.27送検	
広島労働局	平成29年９月30日	（株）コスモ工業	広島県東広島市	H29.5.9	労働安全衛生法第100条,労働安全衛生規則第97条	事実とは異なる災害発生状況を記載した虚偽の労働者死傷病報告を、所轄労基署に提出したもの	H29.5.9送検	
広島労働局	平成29年９月30日	（株）スタディプランニング広島	広島県広島市安佐南区	H29.5.25	労働基準法第24条	労働者５名に、１か月分の定期賃金約95万円を支払わなかったもの	H29.5.25送検	
広島労働局	平成29年９月30日	（株）光	広島県東広島市	H29.6.1	労働安全衛生法第20条,労働安全衛生規則第158条	ドラグ・ショベルを用いて行う作業において、ドラグ・ショベルの旋回範囲に労働者を立ち入らせたもの	H29.6.1送検	
広島労働局	平成29年９月30日	アルファルーク（株）	広島県福山市	H29.6.7	最低賃金法第４条	労働者２名に、２か月分の定期賃金約107万円を支払わなかったもの	H29.6.7送検	
広島労働局	平成29年９月30日	万汐農園	広島県尾道市	H29.7.6	労働安全衛生法第20条,労働安全衛生規則第155条	車両系建設機械を用いる作業を行わせる際、あらかじめ作業計画を定めなかったもの	H29.7.6送検	
広島労働局	平成29年９月30日	（株）オービス	広島県福山市	H29.8.3	労働安全衛生法第100条,労働安全衛生規則第97条	約１か月の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	H29.8.3送検	
広島労働局	平成29年９月30日	ＮＫプランニング	広島県福山市	H29.8.25	労働基準法第24条	労働者５名に、６か月分の定期賃金約400万円を支払わなかったもの	H29.8.25送検	
広島労働局	平成29年９月30日	光洋工業（株）	広島県尾道市	H29.8.31	労働安全衛生法第14条,労働安全衛生法施行令第６条,酸素欠乏症等防止規則第11条,労働者派遣法第45条	台船のタンク修繕工事を行うに当たり、酸素欠乏危険作業主任者を選任しなかったもの	H29.8.31送検	
広島労働局	平成29年９月30日	（株）サンエイサポート	広島県福山市	H29.9.1	労働基準法第24条	労働者８名に、約２か月間の定期賃金合計約200万円を支払わなかったもの	H29.9.1送検	
広島労働局	平成29年９月30日	（有）小川興企	広島県福山市	H29.9.25	労働基準法第24条	労働者７名に、７か月間の定期賃金合計約870万円を支払わなかったもの	H29.9.25送検	
広島労働局	平成29年９月30日	（株）ガーデンＯＧＡＷＡ	広島県神石郡神石高原町	H29.9.25	労働基準法第24条	労働者２名に、７か月間の定期賃金合計約218万円を支払わなかったもの	H29.9.25送検	
広島労働局	平成29年９月30日	エスエッチ・サンキョウ（株）	広島県尾道市	H29.9.28	労働基準法第32条	労働者３名に、36協定の締結・届出を行うことなく違法な時間外労働を行わせたもの	H29.9.28送検	
山口労働局	平成29年９月30日	ＡＲＹ（株）	山口県山口市	H28.12.7	労働基準法第32条,労働者派遣法第44条	派遣労働者１名に、36協定の延長時間を超えて違法な時間外労働を行わせたもの	H28.12.7送検	H29.6.22不起訴（嫌疑不十分）
山口労働局	平成29年９月30日	昭和ハウジング	山口県下関市	H28.12.9	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約４ｍの一側足場上で、安全帯等を使用させることなく労働者に作業を行わせたもの	H28.12.9送検	
山口労働局	平成29年９月30日	高圧プラント検査（株）	広島県呉市	H29.1.26	労働安全衛生法第30条,労働安全衛生規則第636条	元請と下請の労働者の作業が同一の場所で行われる際に、労働災害防止のための連絡調整を行わなかったもの	H29.1.26送検	
山口労働局	平成29年９月30日	西部運輸（株）　山口支店	山口県山口市	H29.3.23	労働基準法第32条	労働者１名に、36協定の延長時間を超えて違法な時間外労働を行わせたもの	H29.3.23送検	
山口労働局	平成29年９月30日	宇部市上下水道局	山口県宇部市	H29.6.12	労働安全衛生法第21条,労働安全衛生規則第533条	汚水処理槽の水質検査作業を、手すりの設置等の転落防止措置を講じることなく労働者に行わせたもの	H29.6.12送検	
山口労働局	平成29年９月30日	オセオ防水工業（株）	山口県山口市	H29.8.2	労働安全衛生法第31条,労働安全衛生規則第653条	高さ約９ｍの建屋屋上の端に手すり等を設けることなく下請の労働者に作業を行わせたもの	H29.8.2送検	
山口労働局	平成29年９月30日	盛栄建設（株）	山口県防府市	H29.8.2	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約９ｍの建屋屋上の端に手すり等を設けることなく労働者に作業を行わせたもの	H29.8.2送検	
徳島労働局	平成29年８月31日	北新工業（株）	徳島県徳島市	H28.11.21	労働安全衛生法第21条,労働安全衛生規則第524条	工場外壁の塗装を行わせるに当たり、スレート庇上に踏み抜きによる労働者の危険防止措置を講じなかったもの	H28.11.21送検	
徳島労働局	平成29年８月31日	（株）クリエイト伊勢	徳島県鳴門市	H29.2.1	労働基準法第32条,労働基準法第37条	技能実習生１名に違法な時間外労働を行わせ、割増賃金約５万円を支払わなかったもの	H29.2.1送検	
徳島労働局	平成29年８月31日	（株）ナスビ−	徳島県阿南市	H29.8.1	労働安全衛生法第20条,労働安全衛生規則第164条	法定の除外事由なく労働者にドラグショベルを主たる用途以外の用途に使用させたもの	H29.8.1送検	
香川労働局	平成29年４月18日	谷口生コンクリート（株）	香川県高松市	H28.11.4	労働安全衛生法第20条,労働安全衛生規則第107条	機械の掃除を行わせるに当たり、当該機械の再起動を防止するための措置を講じていなかったもの	H28.11.4送検	
香川労働局	平成29年４月18日	バンドーレテック（株）	香川県高松市	H28.11.15	労働安全衛生法第23条,労働安全衛生規則第540条,労働者派遣法第45条	工事現場で、安全に通行できる通路を設けていなかったもの	H28.11.15送検	
香川労働局	平成29年４月18日	タカラ繊維（株）	香川県小豆郡土庄町	H28.11.25	労働基準法第37条	技能実習生３名に対し７か月間の時間外労働の割増賃金の一部（総額約88万円）を支払わなかったもの	H28.11.25送検	
香川労働局	平成29年４月18日	シルバアートレ（有）	香川県小豆郡土庄町	H28.11.25	労働基準法第37条	技能実習生３名に対し７か月間の時間外労働の割増賃金の一部（総額約52万円）を支払わなかったもの	H28.11.25送検	
香川労働局	平成29年４月18日	美光	香川県小豆郡土庄町	H28.11.25	労働基準法第37条	技能実習生４名に対し７か月間の時間外労働の割増賃金の一部（総額約66万円）を支払わなかったもの	H28.11.25送検	
香川労働局	平成29年４月18日	（株）朝日段ボール	香川県高松市	H29.3.24	労働安全衛生法第21条,労働安全衛生規則第524条	スレート上で作業を行わせるに際し、踏抜きによる墜落防止措置を講じていなかったもの	H29.3.24送検	
愛媛労働局	平成29年８月31日	（株）黒川木材工業	愛媛県大洲市	H28.11.17	労働安全衛生法第20条,労働安全衛生規則第151条の78	ベルトコンベヤーに、非常停止装置を設置することなく労働者に作業を行わせたもの	H28.11.17送検	
愛媛労働局	平成29年８月31日	（有）正栄工業	愛媛県今治市	H28.11.18	労働安全衛生法第61条,労働安全衛生法施行令第20条,クレーン等安全規則第221条	つり上げ荷重１トン以上のクレーンの玉掛け業務に資格を有しない者を就かせたもの	H28.11.18送検	
愛媛労働局	平成29年８月31日	内藤鉄工	愛媛県伊予市	H28.12.5	労働安全衛生法第61条,労働安全衛生法施行令第20条	可燃性ガス及び酸素を用いて行う金属の溶断の業務に資格を有しない者を就かせたもの	H28.12.5送検	
愛媛労働局	平成29年８月31日	（株）続木鉄工所	愛媛県新居浜市	H28.12.15	労働安全衛生法第20条,クレーン等安全規則第219条の２	吊りクランプの用途に応じた玉掛け作業を行わせていなかったもの	H28.12.15送検	
愛媛労働局	平成29年８月31日	三原電機工業（株）	愛媛県伊予市	H29.2.16	労働安全衛生法第21条,労働安全衛生規則第518条	高さ7.6ｍの天井クレーン上で作業床を設けることなく労働者に作業を行わせたもの	H29.2.16送検	
愛媛労働局	平成29年８月31日	（株）井関松山製造所	愛媛県松山市	H29.2.17	労働安全衛生法第20条,労働安全衛生規則第107条	ショットブラスト装置の運転を停止させることなく労働者に調整の作業を行わせたもの	H29.2.17送検	
愛媛労働局	平成29年８月31日	（株）大昌鉃工所	愛媛県四国中央市	H29.2.20	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上の労働災害が２件発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	H29.2.20送検	
愛媛労働局	平成29年８月31日	御島工業（株）	愛媛県今治市	H29.3.22	労働安全衛生法第61条,労働安全衛生法施行令第20条,クレーン等安全規則第221条	つり上げ荷重１トン以上のクレーンの玉掛け業務に資格を有しない者を就かせたもの	H29.3.22送検	
愛媛労働局	平成29年８月31日	大八工業（株）	愛媛県新居浜市	H29.6.15	労働安全衛生法第61条,労働衛生法施行令第20条,クレーン等安全規則第221条	つり上げ荷重１トン以上のクレーンの玉掛け業務に資格を有しない者を就かせたもの	H29.6.15送検	
愛媛労働局	平成29年８月31日	（有）ビー・ピー・ユニオン	愛媛県西予市	H29.8.25	労働基準法第32条	労働者１名に、36協定の延長時間を超える違法な時間外労働を行わせたもの	H29.8.25送検	
高知労働局	平成29年８月31日	（株）ペイントスクラム	高知県須崎市	H29.3.22	最低賃金法第４条	労働者５名に２か月間の定期賃金合計約130万円を支払わなかったもの	H29.3.22送検	
高知労働局	平成29年８月31日	山本建設工業（株）	高知県宿毛市	H29.5.18	労働安全衛生法第20条,クレーン等安全規則第66条の２	作業場所の広さ、地形などを考慮して移動式クレーンによる作業の方法等をあらかじめ定めていなかったもの	H29.5.18送検	
高知労働局	平成29年８月31日	西村木材	高知県高岡郡梼原町	H29.8.31	労働安全衛生法第21条,労働安全衛生規則第477条	立木を伐倒させる際に十分な深さの受け口をつくらせていなかったもの	H29.8.31送検	
高知労働局	平成29年８月31日	（有）林土建	高知県吾川郡仁淀川町	H29.8.31	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約４ｍの工事中の道路の端に手すり等を設けることなく労働者に作業を行わせたもの	H29.8.31送検	
福岡労働局	平成29年９月30日	（株）エム＆アール	福岡県北九州市門司区	H28.10.18	労働安全衛生法第100条,労働安全衛生規則第97条	労働者１名の休業災害について、労働者死傷病報告を労働基準監督署長に提出していなかったもの	H28.10.18送検	
福岡労働局	平成29年９月30日	（有）楓工業	福岡県福岡市西区	H28.10.21	労働安全衛生法第21条,労働安全衛生規則第524条,労働者派遣法第45条	高さ約８ｍのスレート屋根で作業を行わせるに際し、踏み抜きによる墜落防止措置を講じていなかったもの	H28.10.21送検	
福岡労働局	平成29年９月30日	大成印刷（株）	福岡県福岡市博多区	H28.11.22	労働基準法第32条	労働者２名に違法な長時間労働を行わせたもの	H28.11.22送検	
福岡労働局	平成29年９月30日	（株）真組	福岡県北九州市八幡西区	H28.11.25	労働安全衛生法第20条,労働安全衛生規則第564条	足場４層目の手すりがない箇所で作業を行わせるに際し、安全帯を取り付ける設備を設けていなかったもの	H28.11.25送検	
福岡労働局	平成29年９月30日	（株）正信	福岡県福岡市博多区	H28.12.9	労働安全衛生法第45条,労働安全衛生法施行令第15条,クレーン等安全規則第34条	天井クレーン定期自主検査を行う際に、荷重試験を行っていなかったもの	H28.12.9送検	
福岡労働局	平成29年９月30日	祐徳産業	福岡県遠賀郡芦屋町	H29.2.7	労働安全衛生法第100条,労働安全衛生規則第97条	労働者１名の休業災害について、労働者死傷病報告を労働基準監督署長に提出していなかったもの	H29.2.7送検	
福岡労働局	平成29年９月30日	（株）都市開発コンサルタント	福岡県北九州市戸畑区	H29.2.13	最低賃金法第４条	労働者６名に９か月分賃金を支払わなかったもの	H29.2.13送検	
福岡労働局	平成29年９月30日	出水運輸センター（株）福岡営業所	鹿児島県出水市	H29.2.22	労働基準法第32条	トラック運転手に違法な長時間労働を行わせていたもの	H29.2.22送検	
福岡労働局	平成29年９月30日	（株）大京穴吹建設	香川県高松市	H29.3.10	労働安全衛生法第31条,労働安全衛生規則第653条	屋上防水作業において、高さ14.4ｍの箇所で作業を行わせるに際し、墜落防止措置を講じていなかったもの	H29.3.10送検	
福岡労働局	平成29年９月30日	山本建創	福岡県福岡市南区	H29.3.10	労働安全衛生法第21条,労働安全衛生規則第519条	屋上防水作業において、高さ14.4ｍの箇所で作業を行わせるに際し、墜落防止措置を講じていなかったもの	H29.3.10送検	
福岡労働局	平成29年９月30日	嘉賀建設（株）	福岡県小郡市	H29.3.14	労働安全衛生法第21条,労働安全衛生規則第519条	倉庫の屋根の洗浄作業を行っていた被災者が、１階屋根（高さ3.2ｍ）から地上へ墜落したもの	H29.3.14送検	
福岡労働局	平成29年９月30日	不動鋼板工業（株）	福岡県北九州市戸畑区	H29.3.21	労働安全衛生法第21条,労働安全衛生規則第519条	深さ2.14ｍの開口部のそばで作業を行わせるに際し、囲い、手すり等の墜落防止措置を講じていなかったもの	H29.3.21送検	
福岡労働局	平成29年９月30日	（株）家工房木の匠	福岡県北九州市八幡西区	H29.3.24	労働安全衛生法第21条,労働安全衛生規則第518条	住宅新築工事現場において、高さ5.85  ｍの梁上で作業を行わせるに際し、墜落防止措置を講じていなかったもの	H29.3.24送検	
福岡労働局	平成29年９月30日	（有）富士土木	福岡県飯塚市	H29.3.27	労働安全衛生法第100条,労働安全衛生規則第97条	労働者１名の休業災害について、労働者死傷病報告を労働基準監督署長に提出していなかったもの	H29.3.27送検	
福岡労働局	平成29年９月30日	ＪＰ工業	福岡県飯塚市	H29.3.27	労働安全衛生法第100条,労働安全衛生規則第97条	労働者１名の休業災害について、労働者死傷病報告を労働基準監督署長に提出していなかったもの	H29.3.27送検	
福岡労働局	平成29年９月30日	下村コンクリート工業（株）	福岡県北九州市小倉北区	H29.6.14	労働安全衛生法第21条,労働安全衛生規則第519条	高さ2.68ｍの作業床の端で、防網を張り又は安全帯を使用させることなく労働者に作業を行わせたもの	Ｈ29.6.14送検	
福岡労働局	平成29年９月30日	ニコニコブック	福岡県久留米市	H29.8.1	最低賃金法第４条	労働者３名に、１年間の定期賃金の一部合計約238万円を支払わなかったもの	Ｈ29.8.1送検	
福岡労働局	平成29年９月30日	ショクシン（株）	福岡市東区	H29.8.2	最低賃金法第４条	労働者９名に、１か月間の定期賃金合計約88万円を支払わなかったもの	Ｈ29.8.2送検	
福岡労働局	平成29年９月30日	三洋道路(株)	福岡県八女市	H29.9.7	労働安全衛生法第30条,労働安全衛生規則第638条	特定元方事業者として、作業場所における仮設建設物の配置に関する計画を作成しなかったもの	Ｈ29.9.7送検	
福岡労働局	平成29年９月30日	向井工業	福岡県久留米市	H29.9.7	労働安全衛生法第21条,労働安全衛生規則第529条	高さ約12ｍの仮設建設物の組み立て作業において、作業の方法及び順序を従事労働者に周知しなかったもの	Ｈ29.9.7送検	
福岡労働局	平成29年９月30日	ヤマト運輸(株)	東京都中央区	H29.9.20	労働基準法第37条	労働者２名に、１か月間の時間外労働の割増賃金合計約15万円を支払わなかったもの	Ｈ29.9.20送検	
佐賀労働局	平成29年９月30日	オフィスＴ＆Ｍ	佐賀県佐賀市	H29.3.1	最低賃金法第４条	労働者１名に、２か月間の定期賃金合計約60万円を所定支払日に支払わなかったもの	H29.3.1送検	
佐賀労働局	平成29年９月30日	（株）奈雅井	佐賀県伊万里市	H29.7.27	労働安全衛生法第20条,クレーン等安全規則第30条	タイヤ式走行クレーンを使用させるにあたり、接触防止措置を講じなかったもの	H29.7.27送検	
佐賀労働局	平成29年９月30日	（株）占部組	福岡県福津市	H29.9.8	労働安全衛生法第20条,労働安全衛生規則第164条	掘削用のドラグ・ショベルを主たる用途以外の用途（物の押し倒し作業）に使用したもの	H29.9.8送検	
佐賀労働局	平成29年９月30日	成竜軒 久保田店及び大財店	佐賀県佐賀市	H29.9.25	最低賃金法第４条	労働者１名に、１か月間の定期賃金合計約16万円を支払わなかったもの	H29.9.25送検	
長崎労働局	平成29年６月30日	福岡造船（株）　長崎工場	長崎県長崎市	H29.3.1	労働安全衛生法第30条,労働安全衛生規則第636条	関係請負人間の連絡調整が行われず、滞留していた可燃性ガスに溶接の火花が引火して爆発災害が発生したもの	H29.3.1送検	
長崎労働局	平成29年６月30日	（株）昭大建設	長崎県対馬市	H29.3.15	労働安全衛生法第21条,労働安全衛生規則第524条	幅が30㎝以上の歩み板を設け、防網を張る等の措置を講じずにビニール屋根の上で作業させたもの	H29.3.15送検	
長崎労働局	平成29年６月30日	（株）創栄建設	長崎県壱岐市	H29.3.17	労働安全衛生法第20条,労働安全衛生規則第151条の78	非常の場合に直ちにコンベヤーの運転を停止することができる装置を備えていなかったもの	H29.3.17送検	
長崎労働局	平成29年６月30日	金納建設（株）	長崎県島原市	H29.3.21	労働安全衛生法第31条,労働安全衛生規則第653条	高さが２ｍ以上の箇所で囲い、手すり、覆い等を設けていなかったもの	H29.3.21送検	
長崎労働局	平成29年６月30日	池上板金工業所	長崎県島原市	H29.3.21	労働安全衛生法第21条,労働安全衛生規則第519条,労働者派遣法第45条	高さが２ｍ以上の箇所で囲い、手すり、覆い等を設けていなかったもの	H29.3.21送検	
長崎労働局	平成29年６月30日	（株）大島造船所	長崎県西海市	H29.3.29	労働安全衛生法第21条,労働安全衛生規則第537条	鉄骨の落下による危険回避のため、防網の設備を設け、立入区域を設定する等の措置を講じなかったもの	H29.3.29送検	
長崎労働局	平成29年６月30日	（有）川崎印刷	長崎県大村市	H29.6.6	最低賃金法第４条	労働者１名に、５か月間の定期賃金合計約86万円を支払わなかったもの	H29.6.6送検	
熊本労働局	平成29年９月30日	松本木材（株）	熊本県荒尾市	H28.10.14	労働安全衛生法第14条,労働安全衛生法施行令第６条,労働安全衛生規則第130条,	木材加工用機械作業主任者に、木材加工用機械を取り扱う作業を直接指揮させていなかったもの	H28.10.14送検	
熊本労働局	平成29年９月30日	（株）大喜	熊本県天草市	H28.11.18	労働安全衛生法第100条,労働安全衛生規則第97条	労働者が労働災害により４日以上休業したにもかかわらず、遅滞なく労働者死傷病報告を提出しなかったもの	H28.11.18送検	
熊本労働局	平成29年９月30日	（株）篠郫造船鉄工所	熊本県宇城市	H28.12.2	労働安全衛生法第61条,労働安全衛生法施行令第20条,クレーン等安全規則第22条	つり上げ荷重10.4トンのクレーンの運転業務に、クレーン運転士免許を持たない労働者を従事させたもの	H28.12.1送検	
熊本労働局	平成29年９月30日	松尾建設（株）	佐賀県佐賀市	H29.1.23	労働安全衛生法第20条,労働安全衛生規則第240条	型枠支保工を組み立てる際に、予め適正に強度計算を行った組立図を作成していなかったもの	H29.1.23送検	
熊本労働局	平成29年９月30日	絆ホーム	熊本県玉名市	H29.2.17	労働安全衛生法第21条,労働安全衛生規則第519条	高さ3.6ｍの住宅の屋根上で労働者に作業を行わせるにあたり、墜落防止措置を講じなかったもの	H29.2.17送検	
熊本労働局	平成29年９月30日	（株）下出工業	広島県広島市佐伯区	H29.3.21	労働安全衛生法第14条,労働安全衛生法施行令第６条,石綿障害予防規則第19条	熊本地震の被災家屋の公費解体現場において、石綿作業主任者を選任することなく解体作業を行わせたもの	H29.3.21送検	
熊本労働局	平成29年９月30日	（有）イワタフード	熊本県宇城市	H29.8.4	労働安全衛生法第20条,労働安全衛生規則第130条の５	食品加工用機械の投入口に、転落防止用の蓋等を設けていなかったもの	H29.8.4送検	
熊本労働局	平成29年９月30日	（株）藤本組	熊本県天草市	H29.8.14	労働安全衛生法第21条,労働安全衛生規則第519条	高さ16ｍの作業床の端に手すり等を設けることなく、労働者に作業を行わせたもの	H29.8.14送検	
熊本労働局	平成29年９月30日	みとく保育園	熊本県合志市	H29.9.6	最低賃金法第４条	労働者１名に、２か月間の定期賃金合計約18万円を支払わなかったもの	H29.9.6送検	
熊本労働局	平成29年９月30日	（株）堤機工	熊本県八代市	H29.9.15	労働安全衛生法第37条,労働安全衛生法施行令第12条,ボイラー及び圧力容器安全規則第49条,	あらかじめ、所轄都道府県労働局長の許可を受けることなく、第一種圧力容器を製造したもの	H29.9.15送検	
熊本労働局	平成29年９月30日	岩下工業	熊本県上益城郡益城町	H29.9.22	労働安全衛生法第21条,労働安全衛生規則第518条	高さ6.2ｍの工場のひさしに作業床を設けることなく、労働者に作業を行わせたもの	H29.9.22送検	
熊本労働局	平成29年９月30日	（株）ダイユー	熊本県荒尾市	H29.9.22	労働安全衛生法第21条,労働安全衛生規則第524条	高さ17ｍのスレート屋根上に踏抜防止措置を講じることなく、労働者に作業を行わせたもの	H29.9.22送検	
大分労働局	平成29年９月30日	周巧舎	大分県大分市	H28.10.20	労働安全衛生法第100条,労働安全衛生規則第97条	49日間の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	H28.10.20送検	
大分労働局	平成29年９月30日	（株）大村林業	大分県日田市	H28.10.20	労働安全衛生法第20条,労働安全衛生規則第151条の87	車両系木材伐出機械に原木等の飛来による危険を防止するための防護柵等の設備を運転席に備えていなかったもの	H28.10.20送検	
大分労働局	平成29年９月30日	日照港運（株）	大分県大分市	H29.2.20	労働安全衛生法第20条,労働安全衛生規則第104条	バキューム車荷台のハッチを閉じる作業について、合図を定めず、合図をする者の指名もしていなかったもの	H29.2.20送検	
大分労働局	平成29年９月30日	九築工業（株）	福岡県北九州市八幡東区	H29.2.16	労働安全衛生法第20条,労働安全衛生規則第255条	多量の高熱物を取扱う作業で、高熱物の飛散、流出等による火傷防止のための措置を講じていなかったもの	H29.2.16送検	
大分労働局	平成29年９月30日	騠正工業（株）	大分県大分市	H29.5.18	労働安全衛生法第20条,労働安全衛生規則第564条	高さ約5.5ｍの橋脚上において、労働者に安全帯を使用させていなかったもの	H29.5.18送検	
大分労働局	平成29年９月30日	（株）佐伯建設	大分県大分市	H29.5.18	労働安全衛生法第31条,労働安全衛生規則第653条	橋の高欄上から深さ約３ｍの橋脚上に昇降するにあたり、安全に昇降するための設備を設けていなかったもの	H29.5.18送検	
大分労働局	平成29年９月30日	（有）エコトピア九州	大分県大分市	H29.6.19	労働安全衛生法第21条,労働安全衛生規則第519条	深さ約10ｍのごみピットの端で、労働者に安全帯等を使用させていなかったもの	H29.6.19送検	
大分労働局	平成29年９月30日	柴田建設（株）	大分県大分市	H29.9.20	労働安全衛生法第45条,労働安全衛生規則第168条	車両系建設機械を１か月以上使用せず、再び使用を開始した日に自主検査を実施しなかったもの	H29.9.20送検	
大分労働局	平成29年９月30日	悠伸建設（株）	大分県由布市	H29.9.20	労働安全衛生法第20条,労働安全衛生規則第170条	車両系建設機械を、その日の作業を開始する前にブレーキ及びクラッチの機能について点検を行わなかったもの	H29.9.20送検	
宮崎労働局	平成29年９月30日	（福）豊の里	宮崎県都城市	H29.3.16	労働基準法第５条	関連法人３事業場と共謀のうえ、外国人留学生の労働者６名の意思に反して、労働を強制させたもの	H29.3.16送検	
宮崎労働局	平成29年９月30日	（有）宮崎県福祉開発センター	宮崎県都城市	H29.3.16	労働基準法第５条	関連法人３事業場と共謀のうえ、外国人留学生の労働者６名の意思に反して、労働を強制させたもの	H29.3.16送検	
宮崎労働局	平成29年９月30日	（医）豊栄会	宮崎県都城市	H29.3.16	労働基準法第５条	関連法人３事業場と共謀のうえ、外国人留学生の労働者６名の意思に反して、労働を強制させたもの	H29.3.16送検	
宮崎労働局	平成29年９月30日	（有）豊栄エンタープライズ	宮崎県都城市	H29.3.16	労働基準法第５条	関連法人３事業場と共謀のうえ、外国人留学生の労働者６名の意思に反して、労働を強制させたもの	H29.3.16送検	
宮崎労働局	平成29年９月30日	（一社）ウッドピア諸塚	宮崎県東臼杵郡諸塚村	H29.5.1	労働安全衛生法第20条,労働安全衛生規則第151条の92	木材伐採現場において、路肩で車両系木材伐出機械を用いて作業を行う際に、誘導者を配置しなかったもの	H29.5.1送検	H29.8.31不起訴
宮崎労働局	平成29年９月30日	（有）多賀林業	宮崎県西臼杵郡日之影町	H29.8.3	労働安全衛生法第20条,労働安全衛生規則第151条の142	林業架線作業を行うときに、原木等を集材している場所の下方に労働者を立ち入らせたもの	H29.8.3送検	
宮崎労働局	平成29年９月30日	（株）日向製錬所	宮崎県日向市	H29.9.4	労働安全衛生法第20条,労働安全衛生規則第107条	投炭設備に係る機械の修理の作業を行う際に、当該機械の運転を停止しなかったもの	H29.9.4送検	
鹿児島労働局	平成29年９月30日	（有）畠久保牧場	鹿児島県指宿市	H28.11.22	労働安全衛生法第61条,労働安全衛生法施行令第20条	資格を有しない労働者に、トラクター・ショベルの運転を行わせたもの	H28.11.22送検	
鹿児島労働局	平成29年９月30日	（株）テクノクロス九州	鹿児島県霧島市	H28.11.30	労働基準法第32条	労働者19名に、36協定の延長時間を超える違法な時間外労働を行わせたもの	H28.11.30送検	
鹿児島労働局	平成29年９月30日	（株）ツカサ	鹿児島県阿久根市	H29.3.1	労働安全衛生法第21条,労働安全衛生規則第519条	安全帯を使用させることなく、労働者に高さ8.5ｍの法肩で作業を行わせたもの	H29.3.1送検	
鹿児島労働局	平成29年９月30日	（株）拓洋	鹿児島県大島郡宇検村	H29.4.20	労働安全衛生法第59条,労働安全衛生規則第36条	特別教育を実施しない労働者に、動力により駆動される巻上機の運転を行わせたもの	H29.4.20送検	
鹿児島労働局	平成29年９月30日	長組	鹿児島県奄美市	H29.6.16	労働安全衛生法第21条,労働安全衛生規則第539条の７	安全帯を使用させることなく、労働者に高さ約6.3ｍの法面でロープ高所作業を行わせたもの	H29.6.16送検	
鹿児島労働局	平成29年９月30日	（株）ジャカコン西日本	鹿児島県鹿児島市	H29.6.19	労働安全衛生法第21条,労働安全衛生規則第519条	手すり等の墜落防止措置を講じることなく、労働者に高さ約2.66ｍのコンテナ上面で補修作業を行わせたもの	H29.6.19送検	
鹿児島労働局	平成29年９月30日	カマダ開発（株）	鹿児島県鹿児島市	H29.6.19	労働安全衛生法第20条,労働安全衛生規則第151条の103	車両系木材伐出機械を用いて立木の伐倒を行った際、主たる用途以外の用途に使用したもの	H29.6.19送検	
鹿児島労働局	平成29年９月30日	（有）大黒	鹿児島県志布志市	H29.9.6	労働基準法第32条	労働者10名に、36協定の延長時間を超える違法な時間外労働を行わせたもの	H29.9.6送検	
鹿児島労働局	平成29年９月30日	（株）肥後電建	鹿児島県日置市	H29.9.21	労働安全衛生法第61条,労働安全衛生法施行令第20条,労働安全衛生規則第41条	資格を有しない事業者が小型移動式クレーンの運転を行ったもの	H29.9.21送検	
沖縄労働局	平成29年９月30日	竜宮石材	沖縄県宮古島市	H28.11.8	労働安全衛生法第100条,労働安全衛生規則第97条	入院約50日を要する労働災害が発生したにもかかわらず、遅滞なく労働者死傷病報告書を提出しなかったもの	H28.11.8送検	
沖縄労働局	平成29年９月30日	仲秀左官工業	沖縄県沖縄市	H29.2.15	労働安全衛生法第100条,労働安全衛生規則第97条	入院約70日を要する労働災害が発生したにもかからわず、遅滞なく労働者死傷病報告書を提出しなかったもの	H29.2.15送検	
沖縄労働局	平成29年９月30日	東洋コンクリート（株）	沖縄県中頭郡西原町	H29.3.23	労働安全衛生法第20条,労働安全衛生規則第164条	掘削用のドラグ・ショベルを主たる用途以外の用途に使用させていたもの	H29.3.23送検	
沖縄労働局	平成29年９月30日	ミヤギ産業（株）　空港前給油所	沖縄県石垣市	H29.3.28	労働基準法第32条	労働者７名に、36協定の延長時間を超える違法な時間外労働を行わせたもの	H29.3.28送検	
沖縄労働局	平成29年９月30日	前塗興業	沖縄県那覇市	H29.6.7	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約５ｍの足場上で作業を行わせていたのに足場と建物の間の開口部に墜落防止措置を行っていなかったもの	H29.６.7送検	
沖縄労働局	平成29年９月30日	(株)安木屋	沖縄県那覇市	H29.8.24	労働基準法第32条,労働基準法第37条	36協定の締結・届出なく違法な時間外労働を行わせ、労働者12名に対して割増賃金約600万円を支払わなかったもの	H29.8.24送検	
